file_id,area,spot,in_out,Participant
0839.wav,Euston,piazza,outdoor,S142
0954.wav,southbank,royal,indoor,S142
0977.wav,british,room12,indoor,S142
0989.wav,Euston,ritblat,indoor,S142
1001.wav,Euston,library,indoor,S142
1353.wav,Euston,forecourt,outdoor,S142
1370.wav,southbank,bridge,outdoor,S142
1797.wav,southbank,book,outdoor,S142
1832.wav,southbank,waterloo,indoor,S142
1877.wav,Euston,gardens,outdoor,S142
2135.wav,british,square,outdoor,S142
2171.wav,british,greatcourt,indoor,S142
2187.wav,british,forecourt,outdoor,S142
2310.wav,southbank,skate,outdoor,S142
2374.wav,southbank,food,outdoor,S142
0028.wav,campus,canal,outdoor,S143
0161.wav,campus,square,outdoor,S143
0574.wav,westend,national,indoor,S143
0800.wav,westend,trafalgar,outdoor,S143
0851.wav,kensington,dinosaur,indoor,S143
1055.wav,kensington,marine,indoor,S143
1255.wav,kensington,albert,outdoor,S143
1403.wav,kensington,cromwell,outdoor,S143
1700.wav,campus,ground,indoor,S143
1770.wav,kensington,pond,outdoor,S143
1772.wav,westend,piazza,outdoor,S143
1874.wav,westend,leicester,outdoor,S143
1915.wav,westend,charing,indoor,S143
1938.wav,westend,market,indoor,S143
1962.wav,kensington,hintze,indoor,S143
2048.wav,campus,curve,indoor,S143
2184.wav,campus,reception,indoor,S143
2208.wav,campus,library,outdoor,S143
0034.wav,westend,national,indoor,S144
0184.wav,westend,trafalgar,outdoor,S144
0188.wav,westend,market,indoor,S144
0190.wav,british,greatcourt,indoor,S144
0199.wav,westend,piazza,outdoor,S144
0325.wav,campus,canal,outdoor,S144
0454.wav,campus,square,outdoor,S144
0471.wav,campus,reception,indoor,S144
0846.wav,campus,library,outdoor,S144
1041.wav,british,room12,indoor,S144
1368.wav,british,forecourt,outdoor,S144
1485.wav,british,street,outdoor,S144
1829.wav,campus,ground,indoor,S144
1995.wav,westend,charing,indoor,S144
2183.wav,campus,curve,indoor,S144
2421.wav,westend,leicester,outdoor,S144
0014.wav,campus,square,outdoor,S145
0142.wav,kensington,marine,indoor,S145
0444.wav,kensington,pond,outdoor,S145
0687.wav,Euston,library,indoor,S145
0705.wav,campus,canal,outdoor,S145
0758.wav,Euston,piazza,outdoor,S145
0784.wav,campus,library,outdoor,S145
0820.wav,campus,ground,indoor,S145
0970.wav,campus,curve,indoor,S145
0986.wav,kensington,albert,outdoor,S145
1183.wav,Euston,upper,indoor,S145
1260.wav,campus,reception,indoor,S145
1276.wav,kensington,hintze,indoor,S145
1386.wav,Euston,gardens,outdoor,S145
1506.wav,Euston,ritblat,indoor,S145
1986.wav,kensington,dinosaur,indoor,S145
0415.wav,campus,canal,outdoor,S146
0432.wav,campus,ground,indoor,S146
0727.wav,Euston,piazza,outdoor,S146
0734.wav,westend,trafalgar,outdoor,S146
0980.wav,westend,leicester,outdoor,S146
1238.wav,Euston,ritblat,indoor,S146
1266.wav,Euston,library,indoor,S146
1498.wav,Euston,upper,indoor,S146
1561.wav,westend,charing,indoor,S146
1711.wav,westend,national,indoor,S146
1834.wav,campus,library,outdoor,S146
1932.wav,Euston,forecourt,outdoor,S146
1948.wav,westend,piazza,outdoor,S146
1977.wav,campus,curve,indoor,S146
2025.wav,campus,square,outdoor,S146
2275.wav,westend,market,indoor,S146
2323.wav,campus,reception,indoor,S146
0490.wav,westend,piazza,outdoor,S147
0502.wav,kensington,pond,outdoor,S147
0632.wav,westend,trafalgar,outdoor,S147
0891.wav,kensington,marine,indoor,S147
1004.wav,campus,library,outdoor,S147
1437.wav,campus,square,outdoor,S147
1641.wav,westend,market,indoor,S147
1713.wav,westend,charing,indoor,S147
1769.wav,campus,reception,indoor,S147
1843.wav,kensington,albert,outdoor,S147
2051.wav,kensington,hintze,indoor,S147
2069.wav,kensington,dinosaur,indoor,S147
2194.wav,kensington,cromwell,outdoor,S147
2229.wav,campus,curve,indoor,S147
2248.wav,campus,canal,outdoor,S147
2261.wav,campus,ground,indoor,S147
2491.wav,westend,national,indoor,S147
0075.wav,campus,canal,outdoor,S148
0164.wav,westend,piazza,outdoor,S148
0363.wav,kensington,hintze,indoor,S148
0392.wav,westend,charing,indoor,S148
0427.wav,westend,market,indoor,S148
0966.wav,campus,square,outdoor,S148
1146.wav,westend,national,indoor,S148
1215.wav,kensington,marine,indoor,S148
1237.wav,campus,ground,indoor,S148
1776.wav,campus,library,outdoor,S148
1796.wav,westend,leicester,outdoor,S148
2107.wav,kensington,albert,outdoor,S148
2117.wav,kensington,dinosaur,indoor,S148
2160.wav,kensington,pond,outdoor,S148
2425.wav,campus,reception,indoor,S148
0345.wav,british,forecourt,outdoor,S15
0484.wav,westend,leicester,outdoor,S15
0598.wav,Euston,ritblat,indoor,S15
0621.wav,Euston,piazza,outdoor,S15
0624.wav,Euston,library,indoor,S15
0729.wav,westend,piazza,outdoor,S15
0824.wav,british,street,outdoor,S15
1173.wav,Euston,gardens,outdoor,S15
1216.wav,westend,charing,indoor,S15
1335.wav,british,room12,indoor,S15
1813.wav,british,square,outdoor,S15
2277.wav,Euston,forecourt,outdoor,S15
2307.wav,westend,national,indoor,S15
2381.wav,Euston,upper,indoor,S15
0048.wav,campus,ground,indoor,S150
0152.wav,campus,reception,indoor,S150
0535.wav,Euston,gardens,outdoor,S150
0677.wav,Euston,library,indoor,S150
0778.wav,southbank,skate,outdoor,S150
0865.wav,campus,curve,indoor,S150
1323.wav,campus,square,outdoor,S150
1392.wav,Euston,forecourt,outdoor,S150
1428.wav,Euston,upper,indoor,S150
1597.wav,campus,library,outdoor,S150
1599.wav,campus,canal,outdoor,S150
1707.wav,southbank,book,outdoor,S150
2223.wav,southbank,waterloo,indoor,S150
2296.wav,southbank,food,outdoor,S150
2309.wav,southbank,bridge,outdoor,S150
0001.wav,british,street,outdoor,S151
0065.wav,westend,national,indoor,S151
0074.wav,campus,canal,outdoor,S151
0246.wav,campus,library,outdoor,S151
0492.wav,westend,piazza,outdoor,S151
0696.wav,westend,market,indoor,S151
0703.wav,british,room12,indoor,S151
0905.wav,westend,leicester,outdoor,S151
1126.wav,campus,reception,indoor,S151
1771.wav,british,greatcourt,indoor,S151
1831.wav,campus,square,outdoor,S151
1867.wav,westend,charing,indoor,S151
1954.wav,campus,curve,indoor,S151
2427.wav,british,forecourt,outdoor,S151
2496.wav,westend,trafalgar,outdoor,S151
0101.wav,campus,curve,indoor,S152
0126.wav,campus,reception,indoor,S152
0407.wav,westend,charing,indoor,S152
0463.wav,westend,market,indoor,S152
0523.wav,westend,piazza,outdoor,S152
0625.wav,southbank,waterloo,indoor,S152
0815.wav,campus,ground,indoor,S152
0845.wav,campus,canal,outdoor,S152
0969.wav,campus,square,outdoor,S152
1024.wav,southbank,bridge,outdoor,S152
1087.wav,westend,trafalgar,outdoor,S152
1101.wav,westend,national,indoor,S152
1369.wav,southbank,royal,indoor,S152
1494.wav,campus,library,outdoor,S152
2080.wav,southbank,skate,outdoor,S152
2131.wav,southbank,food,outdoor,S152
2340.wav,westend,leicester,outdoor,S152
0153.wav,campus,square,outdoor,S153
0293.wav,westend,national,indoor,S153
0602.wav,kensington,cromwell,outdoor,S153
0648.wav,westend,piazza,outdoor,S153
0766.wav,westend,charing,indoor,S153
0821.wav,kensington,albert,outdoor,S153
0936.wav,westend,leicester,outdoor,S153
1277.wav,westend,market,indoor,S153
1295.wav,campus,canal,outdoor,S153
1314.wav,campus,reception,indoor,S153
1405.wav,campus,curve,indoor,S153
1467.wav,kensington,marine,indoor,S153
1620.wav,kensington,hintze,indoor,S153
1645.wav,westend,trafalgar,outdoor,S153
0166.wav,westend,leicester,outdoor,S154
0299.wav,british,square,outdoor,S154
0373.wav,westend,piazza,outdoor,S154
0479.wav,british,room12,indoor,S154
0529.wav,westend,charing,indoor,S154
0651.wav,british,greatcourt,indoor,S154
0943.wav,campus,curve,indoor,S154
1305.wav,westend,national,indoor,S154
1329.wav,campus,library,outdoor,S154
1332.wav,campus,reception,indoor,S154
1452.wav,westend,trafalgar,outdoor,S154
1703.wav,british,street,outdoor,S154
2116.wav,campus,ground,indoor,S154
2460.wav,campus,canal,outdoor,S154
0409.wav,campus,library,outdoor,S155
0439.wav,campus,reception,indoor,S155
0548.wav,campus,square,outdoor,S155
0561.wav,westend,national,indoor,S155
0564.wav,westend,market,indoor,S155
0847.wav,campus,ground,indoor,S155
0893.wav,british,room12,indoor,S155
0924.wav,british,forecourt,outdoor,S155
1005.wav,westend,charing,indoor,S155
1227.wav,westend,leicester,outdoor,S155
1257.wav,british,street,outdoor,S155
1541.wav,campus,curve,indoor,S155
1556.wav,westend,trafalgar,outdoor,S155
1594.wav,westend,piazza,outdoor,S155
1809.wav,british,greatcourt,indoor,S155
2279.wav,british,square,outdoor,S155
2295.wav,campus,canal,outdoor,S155
0218.wav,southbank,food,outdoor,S156
0476.wav,campus,canal,outdoor,S156
0717.wav,campus,curve,indoor,S156
0860.wav,british,street,outdoor,S156
1007.wav,british,square,outdoor,S156
1065.wav,british,greatcourt,indoor,S156
1300.wav,southbank,bridge,outdoor,S156
1312.wav,campus,square,outdoor,S156
1573.wav,british,room12,indoor,S156
1840.wav,british,forecourt,outdoor,S156
1883.wav,southbank,royal,indoor,S156
2252.wav,southbank,book,outdoor,S156
2324.wav,southbank,waterloo,indoor,S156
0026.wav,Euston,upper,indoor,S157
0501.wav,campus,square,outdoor,S157
0506.wav,westend,national,indoor,S157
0957.wav,Euston,gardens,outdoor,S157
1123.wav,Euston,library,indoor,S157
1278.wav,Euston,piazza,outdoor,S157
1432.wav,westend,market,indoor,S157
1441.wav,westend,leicester,outdoor,S157
1470.wav,campus,library,outdoor,S157
1558.wav,westend,trafalgar,outdoor,S157
1575.wav,campus,curve,indoor,S157
1683.wav,campus,canal,outdoor,S157
1815.wav,Euston,ritblat,indoor,S157
1825.wav,campus,reception,indoor,S157
1925.wav,campus,ground,indoor,S157
0566.wav,campus,canal,outdoor,S159
0578.wav,westend,national,indoor,S159
0635.wav,westend,charing,indoor,S159
0672.wav,southbank,food,outdoor,S159
0737.wav,southbank,royal,indoor,S159
0799.wav,southbank,bridge,outdoor,S159
1165.wav,southbank,skate,outdoor,S159
1187.wav,campus,reception,indoor,S159
1222.wav,campus,curve,indoor,S159
1504.wav,southbank,waterloo,indoor,S159
1508.wav,southbank,book,outdoor,S159
1818.wav,campus,ground,indoor,S159
1851.wav,westend,trafalgar,outdoor,S159
1869.wav,westend,market,indoor,S159
2251.wav,westend,piazza,outdoor,S159
2333.wav,campus,library,outdoor,S159
2477.wav,campus,square,outdoor,S159
0413.wav,campus,canal,outdoor,S16
0582.wav,westend,charing,indoor,S16
1080.wav,campus,square,outdoor,S16
1229.wav,campus,curve,indoor,S16
1688.wav,southbank,skate,outdoor,S16
1784.wav,westend,national,indoor,S16
1916.wav,westend,leicester,outdoor,S16
2105.wav,westend,market,indoor,S16
2155.wav,westend,piazza,outdoor,S16
2166.wav,southbank,book,outdoor,S16
2188.wav,southbank,waterloo,indoor,S16
2287.wav,campus,reception,indoor,S16
2288.wav,campus,ground,indoor,S16
2399.wav,southbank,royal,indoor,S16
0029.wav,campus,canal,outdoor,S162
0032.wav,british,greatcourt,indoor,S162
0054.wav,british,street,outdoor,S162
0102.wav,campus,square,outdoor,S162
0507.wav,campus,library,outdoor,S162
0590.wav,british,square,outdoor,S162
2189.wav,british,room12,indoor,S162
2328.wav,campus,ground,indoor,S162
2494.wav,campus,reception,indoor,S162
0210.wav,southbank,bridge,outdoor,S163
0328.wav,southbank,skate,outdoor,S163
0365.wav,campus,curve,indoor,S163
0550.wav,campus,canal,outdoor,S163
0681.wav,westend,national,indoor,S163
0975.wav,campus,library,outdoor,S163
1068.wav,southbank,waterloo,indoor,S163
1254.wav,campus,square,outdoor,S163
1259.wav,westend,trafalgar,outdoor,S163
1422.wav,westend,charing,indoor,S163
1675.wav,westend,market,indoor,S163
1754.wav,southbank,royal,indoor,S163
1795.wav,westend,leicester,outdoor,S163
1827.wav,campus,ground,indoor,S163
2019.wav,campus,reception,indoor,S163
2416.wav,westend,piazza,outdoor,S163
0051.wav,westend,trafalgar,outdoor,S164
0139.wav,campus,square,outdoor,S164
0212.wav,campus,canal,outdoor,S164
0650.wav,southbank,bridge,outdoor,S164
0768.wav,southbank,book,outdoor,S164
1105.wav,westend,leicester,outdoor,S164
1649.wav,westend,market,indoor,S164
1814.wav,campus,curve,indoor,S164
2011.wav,westend,national,indoor,S164
2052.wav,southbank,skate,outdoor,S164
2075.wav,westend,charing,indoor,S164
2148.wav,campus,ground,indoor,S164
2289.wav,southbank,royal,indoor,S164
2298.wav,southbank,food,outdoor,S164
2389.wav,campus,library,outdoor,S164
2395.wav,southbank,waterloo,indoor,S164
0120.wav,Euston,forecourt,outdoor,S165
0230.wav,campus,canal,outdoor,S165
0509.wav,westend,market,indoor,S165
0551.wav,campus,reception,indoor,S165
0741.wav,campus,library,outdoor,S165
0767.wav,Euston,ritblat,indoor,S165
0853.wav,Euston,piazza,outdoor,S165
0859.wav,campus,ground,indoor,S165
0917.wav,westend,trafalgar,outdoor,S165
1037.wav,westend,charing,indoor,S165
1552.wav,Euston,upper,indoor,S165
1560.wav,campus,curve,indoor,S165
1719.wav,Euston,gardens,outdoor,S165
1956.wav,Euston,library,indoor,S165
2429.wav,westend,piazza,outdoor,S165
0061.wav,campus,curve,indoor,S166
0159.wav,campus,square,outdoor,S166
0709.wav,campus,ground,indoor,S166
0774.wav,campus,canal,outdoor,S166
0854.wav,Euston,ritblat,indoor,S166
0964.wav,Euston,forecourt,outdoor,S166
1220.wav,westend,trafalgar,outdoor,S166
1301.wav,Euston,gardens,outdoor,S166
1382.wav,Euston,upper,indoor,S166
1694.wav,Euston,piazza,outdoor,S166
1852.wav,westend,piazza,outdoor,S166
1953.wav,westend,leicester,outdoor,S166
2260.wav,westend,charing,indoor,S166
0093.wav,kensington,dinosaur,indoor,S167
0232.wav,campus,ground,indoor,S167
0399.wav,westend,leicester,outdoor,S167
0431.wav,kensington,cromwell,outdoor,S167
0722.wav,campus,reception,indoor,S167
1020.wav,westend,national,indoor,S167
1159.wav,kensington,hintze,indoor,S167
1346.wav,kensington,albert,outdoor,S167
1372.wav,kensington,pond,outdoor,S167
1621.wav,westend,market,indoor,S167
1625.wav,campus,curve,indoor,S167
1778.wav,campus,square,outdoor,S167
1996.wav,westend,piazza,outdoor,S167
2266.wav,campus,canal,outdoor,S167
2286.wav,westend,charing,indoor,S167
2351.wav,kensington,marine,indoor,S167
0129.wav,southbank,waterloo,indoor,S168
0205.wav,british,greatcourt,indoor,S168
0234.wav,british,room12,indoor,S168
0251.wav,campus,reception,indoor,S168
0305.wav,southbank,bridge,outdoor,S168
0430.wav,british,square,outdoor,S168
0690.wav,campus,ground,indoor,S168
0931.wav,southbank,book,outdoor,S168
1016.wav,campus,library,outdoor,S168
1359.wav,campus,square,outdoor,S168
1652.wav,southbank,skate,outdoor,S168
1717.wav,campus,canal,outdoor,S168
1835.wav,campus,curve,indoor,S168
2090.wav,british,street,outdoor,S168
2443.wav,british,forecourt,outdoor,S168
0338.wav,kensington,albert,outdoor,S169
0570.wav,campus,canal,outdoor,S169
0712.wav,kensington,cromwell,outdoor,S169
0886.wav,british,street,outdoor,S169
0961.wav,campus,curve,indoor,S169
1192.wav,campus,reception,indoor,S169
1218.wav,kensington,hintze,indoor,S169
1744.wav,british,room12,indoor,S169
1929.wav,british,greatcourt,indoor,S169
2121.wav,kensington,pond,outdoor,S169
2132.wav,campus,library,outdoor,S169
2313.wav,british,square,outdoor,S169
2369.wav,kensington,dinosaur,indoor,S169
2430.wav,campus,square,outdoor,S169
0085.wav,southbank,skate,outdoor,S17
0274.wav,westend,leicester,outdoor,S17
0447.wav,campus,square,outdoor,S17
0504.wav,southbank,food,outdoor,S17
0990.wav,campus,ground,indoor,S17
0993.wav,westend,piazza,outdoor,S17
1702.wav,campus,canal,outdoor,S17
1718.wav,campus,reception,indoor,S17
1728.wav,campus,library,outdoor,S17
1824.wav,campus,curve,indoor,S17
2195.wav,westend,charing,indoor,S17
2245.wav,southbank,royal,indoor,S17
2273.wav,westend,trafalgar,outdoor,S17
0077.wav,westend,trafalgar,outdoor,S170
0273.wav,southbank,food,outdoor,S170
0951.wav,southbank,book,outdoor,S170
0972.wav,westend,piazza,outdoor,S170
1022.wav,southbank,royal,indoor,S170
1089.wav,british,greatcourt,indoor,S170
1119.wav,southbank,skate,outdoor,S170
1258.wav,southbank,bridge,outdoor,S170
1596.wav,british,square,outdoor,S170
1801.wav,westend,market,indoor,S170
1838.wav,british,room12,indoor,S170
1942.wav,southbank,waterloo,indoor,S170
1981.wav,westend,national,indoor,S170
2095.wav,british,street,outdoor,S170
2337.wav,westend,leicester,outdoor,S170
0300.wav,westend,leicester,outdoor,S172
0483.wav,british,greatcourt,indoor,S172
0528.wav,campus,canal,outdoor,S172
0925.wav,westend,national,indoor,S172
1006.wav,campus,reception,indoor,S172
1073.wav,westend,piazza,outdoor,S172
1125.wav,westend,charing,indoor,S172
1212.wav,campus,ground,indoor,S172
1407.wav,campus,square,outdoor,S172
1589.wav,british,forecourt,outdoor,S172
1709.wav,westend,market,indoor,S172
1878.wav,british,street,outdoor,S172
2020.wav,campus,library,outdoor,S172
2106.wav,campus,curve,indoor,S172
2294.wav,british,square,outdoor,S172
2348.wav,westend,trafalgar,outdoor,S172
0281.wav,westend,trafalgar,outdoor,S173
0662.wav,campus,curve,indoor,S173
1361.wav,campus,ground,indoor,S173
1412.wav,british,forecourt,outdoor,S173
1671.wav,british,street,outdoor,S173
1678.wav,westend,national,indoor,S173
1698.wav,westend,leicester,outdoor,S173
1922.wav,campus,library,outdoor,S173
1952.wav,british,square,outdoor,S173
2136.wav,campus,square,outdoor,S173
2154.wav,westend,piazza,outdoor,S173
2158.wav,campus,canal,outdoor,S173
2197.wav,british,room12,indoor,S173
2291.wav,british,greatcourt,indoor,S173
2423.wav,campus,reception,indoor,S173
0585.wav,Euston,forecourt,outdoor,S174
0657.wav,british,street,outdoor,S174
0694.wav,british,forecourt,outdoor,S174
1397.wav,campus,ground,indoor,S174
1473.wav,british,square,outdoor,S174
1511.wav,campus,library,outdoor,S174
1763.wav,Euston,library,indoor,S174
1958.wav,campus,reception,indoor,S174
2203.wav,campus,square,outdoor,S174
2403.wav,british,room12,indoor,S174
2447.wav,campus,curve,indoor,S174
2470.wav,Euston,upper,indoor,S174
0005.wav,campus,square,outdoor,S176
0137.wav,Euston,upper,indoor,S176
0283.wav,campus,canal,outdoor,S176
0336.wav,campus,curve,indoor,S176
0406.wav,Euston,gardens,outdoor,S176
0522.wav,campus,library,outdoor,S176
0760.wav,campus,ground,indoor,S176
1084.wav,Euston,ritblat,indoor,S176
1189.wav,campus,reception,indoor,S176
1239.wav,westend,trafalgar,outdoor,S176
1366.wav,Euston,library,indoor,S176
1484.wav,westend,market,indoor,S176
1526.wav,Euston,forecourt,outdoor,S176
1737.wav,Euston,piazza,outdoor,S176
1945.wav,westend,piazza,outdoor,S176
2335.wav,westend,national,indoor,S176
0091.wav,campus,ground,indoor,S177
0333.wav,westend,trafalgar,outdoor,S177
0342.wav,campus,square,outdoor,S177
0581.wav,westend,market,indoor,S177
0649.wav,kensington,hintze,indoor,S177
0753.wav,kensington,pond,outdoor,S177
0844.wav,westend,leicester,outdoor,S177
1026.wav,kensington,dinosaur,indoor,S177
1088.wav,westend,charing,indoor,S177
1318.wav,campus,canal,outdoor,S177
1371.wav,campus,library,outdoor,S177
1448.wav,westend,piazza,outdoor,S177
1781.wav,campus,curve,indoor,S177
1861.wav,kensington,marine,indoor,S177
1880.wav,westend,national,indoor,S177
1937.wav,kensington,cromwell,outdoor,S177
2016.wav,kensington,albert,outdoor,S177
2419.wav,campus,reception,indoor,S177
0185.wav,westend,trafalgar,outdoor,S178
0475.wav,british,forecourt,outdoor,S178
0575.wav,westend,piazza,outdoor,S178
0654.wav,british,greatcourt,indoor,S178
1196.wav,westend,national,indoor,S178
1233.wav,southbank,royal,indoor,S178
1431.wav,british,room12,indoor,S178
1483.wav,southbank,waterloo,indoor,S178
1513.wav,southbank,bridge,outdoor,S178
1530.wav,southbank,food,outdoor,S178
1802.wav,southbank,book,outdoor,S178
2032.wav,southbank,skate,outdoor,S178
2124.wav,westend,market,indoor,S178
2165.wav,british,square,outdoor,S178
2345.wav,british,street,outdoor,S178
2464.wav,westend,charing,indoor,S178
0004.wav,kensington,hintze,indoor,S179
0138.wav,campus,ground,indoor,S179
0250.wav,campus,curve,indoor,S179
0308.wav,westend,market,indoor,S179
0366.wav,kensington,dinosaur,indoor,S179
0500.wav,campus,square,outdoor,S179
0571.wav,kensington,pond,outdoor,S179
0692.wav,kensington,marine,indoor,S179
0792.wav,westend,leicester,outdoor,S179
0822.wav,campus,reception,indoor,S179
1003.wav,westend,piazza,outdoor,S179
1308.wav,westend,charing,indoor,S179
1578.wav,kensington,cromwell,outdoor,S179
2047.wav,westend,trafalgar,outdoor,S179
2219.wav,campus,canal,outdoor,S179
2305.wav,campus,library,outdoor,S179
2358.wav,kensington,albert,outdoor,S179
2417.wav,westend,national,indoor,S179
0003.wav,campus,square,outdoor,S18
0027.wav,british,square,outdoor,S18
0143.wav,westend,charing,indoor,S18
0761.wav,westend,market,indoor,S18
0858.wav,british,room12,indoor,S18
0879.wav,british,greatcourt,indoor,S18
0923.wav,westend,trafalgar,outdoor,S18
0934.wav,westend,leicester,outdoor,S18
1062.wav,campus,curve,indoor,S18
1319.wav,westend,national,indoor,S18
1685.wav,campus,canal,outdoor,S18
1734.wav,campus,reception,indoor,S18
1808.wav,british,forecourt,outdoor,S18
2163.wav,campus,ground,indoor,S18
0021.wav,british,street,outdoor,S181
0053.wav,westend,national,indoor,S181
0200.wav,british,forecourt,outdoor,S181
0375.wav,campus,curve,indoor,S181
0480.wav,campus,reception,indoor,S181
0527.wav,westend,trafalgar,outdoor,S181
0913.wav,campus,canal,outdoor,S181
1424.wav,british,square,outdoor,S181
1563.wav,campus,ground,indoor,S181
1606.wav,british,greatcourt,indoor,S181
1664.wav,westend,market,indoor,S181
1875.wav,campus,library,outdoor,S181
2038.wav,westend,charing,indoor,S181
2049.wav,westend,leicester,outdoor,S181
2077.wav,westend,piazza,outdoor,S181
0440.wav,westend,charing,indoor,S182
0461.wav,british,street,outdoor,S182
0661.wav,westend,market,indoor,S182
0714.wav,westend,piazza,outdoor,S182
1132.wav,campus,library,outdoor,S182
1562.wav,british,forecourt,outdoor,S182
1663.wav,westend,national,indoor,S182
1759.wav,campus,canal,outdoor,S182
1998.wav,british,room12,indoor,S182
2005.wav,british,square,outdoor,S182
2013.wav,campus,ground,indoor,S182
2193.wav,campus,square,outdoor,S182
2198.wav,british,greatcourt,indoor,S182
2281.wav,campus,reception,indoor,S182
2454.wav,campus,curve,indoor,S182
0094.wav,westend,piazza,outdoor,S183
0211.wav,british,forecourt,outdoor,S183
0451.wav,westend,market,indoor,S183
0589.wav,westend,national,indoor,S183
0726.wav,campus,canal,outdoor,S183
1322.wav,westend,leicester,outdoor,S183
1690.wav,campus,curve,indoor,S183
1705.wav,westend,charing,indoor,S183
1836.wav,campus,reception,indoor,S183
1923.wav,british,greatcourt,indoor,S183
2114.wav,campus,square,outdoor,S183
2150.wav,campus,ground,indoor,S183
2172.wav,british,square,outdoor,S183
2343.wav,british,room12,indoor,S183
0252.wav,british,street,outdoor,S184
0491.wav,british,room12,indoor,S184
0955.wav,british,forecourt,outdoor,S184
0999.wav,campus,library,outdoor,S184
1050.wav,campus,curve,indoor,S184
1249.wav,campus,canal,outdoor,S184
2173.wav,british,greatcourt,indoor,S184
2308.wav,campus,ground,indoor,S184
2338.wav,campus,reception,indoor,S184
2426.wav,campus,square,outdoor,S184
2458.wav,british,square,outdoor,S184
0468.wav,westend,piazza,outdoor,S185
0512.wav,westend,charing,indoor,S185
0871.wav,westend,leicester,outdoor,S185
0940.wav,campus,square,outdoor,S185
0960.wav,westend,national,indoor,S185
1208.wav,british,street,outdoor,S185
1307.wav,campus,library,outdoor,S185
1583.wav,campus,reception,indoor,S185
1751.wav,campus,canal,outdoor,S185
2143.wav,westend,market,indoor,S185
2200.wav,british,square,outdoor,S185
2250.wav,campus,ground,indoor,S185
2272.wav,british,room12,indoor,S185
2368.wav,westend,trafalgar,outdoor,S185
2406.wav,british,greatcourt,indoor,S185
2412.wav,campus,curve,indoor,S185
